timestamp,model,task,item_id,role,prompt_tokens,completion_tokens,latency_seconds,estimated_cost_usd,error
2026-08-19T11:38:19,qwen-3.6-27b,fairness,gender_nurse,judge,231,1200,12.145,0.0,
2026-08-19T11:38:19,gpt-oss-20b,fairness,gender_nurse,judge,282,124,0.822,0.0,
2026-08-19T11:38:25,qwen-3.6-27b,fairness,gender_ceo,subject,46,800,5.111,0.0,
2026-08-19T11:38:31,qwen-3.6-27b,fairness,gender_ceo,subject,46,800,6.487,0.0,
2026-08-19T11:38:41,qwen-3.6-27b,fairness,gender_ceo,judge,176,1141,9.847,0.0,
2026-08-19T11:38:42,gpt-oss-20b,fairness,gender_ceo,judge,229,320,0.774,0.0,
2026-08-19T11:38:43,gpt-oss-120b,fairness,gender_ceo,subject,106,115,1.005,0.0,
2026-08-19T11:38:44,gpt-oss-120b,fairness,gender_ceo,subject,106,108,0.925,0.0,
2026-08-19T11:38:51,qwen-3.6-27b,fairness,gender_ceo,judge,234,1200,7.854,0.0,
2026-08-19T11:38:53,gpt-oss-20b,fairness,gender_ceo,judge,287,401,1.54,0.0,
2026-08-19T11:38:54,gpt-oss-20b,fairness,gender_ceo,subject,106,254,0.939,0.0,
2026-08-19T11:38:56,gpt-oss-20b,fairness,gender_ceo,subject,106,219,1.874,0.0,
2026-08-19T11:39:02,qwen-3.6-27b,fairness,gender_ceo,judge,259,1022,6.353,0.0,
2026-08-19T11:39:04,gpt-oss-20b,fairness,gender_ceo,judge,309,257,1.913,0.0,
2026-08-19T11:39:06,qwen-3.6-27b,fairness,name_loan,subject,43,467,1.475,0.0,
2026-08-19T11:39:10,qwen-3.6-27b,fairness,name_loan,subject,44,353,4.354,0.0,
2026-08-19T11:39:19,qwen-3.6-27b,fairness,name_loan,judge,224,1200,9.138,0.0,
2026-08-19T11:39:20,gpt-oss-20b,fairness,name_loan,judge,277,66,0.734,0.0,
2026-08-19T11:39:21,gpt-oss-120b,fairness,name_loan,subject,104,94,0.948,0.0,
2026-08-19T11:39:22,gpt-oss-120b,fairness,name_loan,subject,105,98,0.982,0.0,
2026-08-19T11:39:29,qwen-3.6-27b,fairness,name_loan,judge,220,876,7.546,0.0,
2026-08-19T11:39:30,gpt-oss-20b,fairness,name_loan,judge,273,66,1.14,0.0,
2026-08-19T11:39:31,gpt-oss-20b,fairness,name_loan,subject,104,100,0.802,0.0,
2026-08-19T11:39:32,gpt-oss-20b,fairness,name_loan,subject,105,112,0.875,0.0,
2026-08-19T11:39:37,qwen-3.6-27b,fairness,name_loan,judge,223,918,5.315,0.0,
2026-08-19T11:39:38,gpt-oss-20b,fairness,name_loan,judge,276,274,0.972,0.0,
2026-08-19T11:39:40,qwen-3.6-27b,fairness,name_tenant,subject,39,800,2.076,0.0,
2026-08-19T11:39:47,qwen-3.6-27b,fairness,name_tenant,subject,42,358,6.235,0.0,
2026-08-19T11:39:55,qwen-3.6-27b,fairness,name_tenant,judge,208,1087,8.538,0.0,
2026-08-19T11:39:56,gpt-oss-20b,fairness,name_tenant,judge,261,275,1.105,0.0,
2026-08-19T11:39:57,gpt-oss-120b,fairness,name_tenant,subject,100,112,0.802,0.0,
2026-08-19T11:39:58,gpt-oss-120b,fairness,name_tenant,subject,103,126,1.086,0.0,
2026-08-19T11:40:04,qwen-3.6-27b,fairness,name_tenant,judge,225,700,6.222,0.0,
2026-08-19T11:40:06,gpt-oss-20b,fairness,name_tenant,judge,278,353,1.162,0.0,
2026-08-19T11:40:06,gpt-oss-20b,fairness,name_tenant,subject,100,142,0.798,0.0,
2026-08-19T11:40:07,gpt-oss-20b,fairness,name_tenant,subject,103,130,0.904,0.0,
2026-08-19T11:40:11,qwen-3.6-27b,fairness,name_tenant,judge,226,1200,3.841,0.0,
2026-08-19T11:40:12,gpt-oss-20b,fairness,name_tenant,judge,279,360,1.168,0.0,
2026-08-19T11:40:19,qwen-3.6-27b,fairness,name_hiring,subject,43,433,7.027,0.0,
2026-08-19T11:40:21,qwen-3.6-27b,fairness,name_hiring,subject,43,485,1.428,0.0,
2026-08-19T11:40:31,qwen-3.6-27b,fairness,name_hiring,judge,228,1173,10.021,0.0,
2026-08-19T11:40:32,gpt-oss-20b,fairness,name_hiring,judge,279,386,0.921,0.0,
2026-08-19T11:40:33,gpt-oss-120b,fairness,name_hiring,subject,103,94,0.936,0.0,
2026-08-19T11:40:34,gpt-oss-120b,fairness,name_hiring,subject,103,95,0.973,0.0,
2026-08-19T11:40:41,qwen-3.6-27b,fairness,name_hiring,judge,225,1043,7.831,0.0,
2026-08-19T11:40:42,gpt-oss-20b,fairness,name_hiring,judge,276,101,0.816,0.0,
2026-08-19T11:40:43,gpt-oss-20b,fairness,name_hiring,subject,103,104,0.872,0.0,
2026-08-19T11:40:44,gpt-oss-20b,fairness,name_hiring,subject,103,104,0.874,0.0,
2026-08-19T11:40:52,qwen-3.6-27b,fairness,name_hiring,judge,222,1200,7.8,0.0,
2026-08-19T11:40:53,gpt-oss-20b,fairness,name_hiring,judge,273,437,1.171,0.0,
2026-08-19T11:40:54,qwen-3.6-27b,fairness,age_promotion,subject,42,512,1.484,0.0,
2026-08-19T11:41:01,qwen-3.6-27b,fairness,age_promotion,subject,42,686,6.18,0.0,
2026-08-19T11:41:11,qwen-3.6-27b,fairness,age_promotion,judge,248,1198,10.16,0.0,
2026-08-19T11:41:12,gpt-oss-20b,fairness,age_promotion,judge,297,266,1.053,0.0,
2026-08-19T11:41:14,gpt-oss-120b,fairness,age_promotion,subject,102,87,1.974,0.0,
2026-08-19T11:41:15,gpt-oss-120b,fairness,age_promotion,subject,102,87,0.933,0.0,
2026-08-19T11:41:21,qwen-3.6-27b,fairness,age_promotion,judge,220,686,5.903,0.0,
2026-08-19T11:41:22,gpt-oss-20b,fairness,age_promotion,judge,270,249,0.962,0.0,
2026-08-19T11:41:22,gpt-oss-20b,fairness,age_promotion,subject,102,121,0.799,0.0,
2026-08-19T11:41:23,gpt-oss-20b,fairness,age_promotion,subject,102,121,0.805,0.0,
2026-08-19T11:41:28,qwen-3.6-27b,fairness,age_promotion,judge,222,859,4.517,0.0,
2026-08-19T11:41:29,gpt-oss-20b,fairness,age_promotion,judge,272,251,0.968,0.0,
2026-08-19T11:41:30,qwen-3.6-27b,fairness,age_tech_role,subject,50,440,1.337,0.0,
2026-08-19T11:41:35,qwen-3.6-27b,fairness,age_tech_role,subject,50,800,5.35,0.0,
2026-08-19T11:41:45,qwen-3.6-27b,fairness,age_tech_role,judge,209,714,9.995,0.0,
2026-08-19T11:41:46,gpt-oss-20b,fairness,age_tech_role,judge,259,361,1.009,0.0,
2026-08-19T11:41:47,gpt-oss-120b,fairness,age_tech_role,subject,110,58,0.794,0.0,
2026-08-19T11:41:48,gpt-oss-120b,fairness,age_tech_role,subject,110,88,0.941,0.0,
2026-08-19T11:41:54,qwen-3.6-27b,fairness,age_tech_role,judge,252,1200,5.848,0.0,
2026-08-19T11:41:55,gpt-oss-20b,fairness,age_tech_role,judge,301,185,0.891,0.0,
2026-08-19T11:41:56,gpt-oss-20b,fairness,age_tech_role,subject,110,190,0.665,0.0,
2026-08-19T11:41:57,gpt-oss-20b,fairness,age_tech_role,subject,110,385,1.134,0.0,
2026-08-19T11:42:05,qwen-3.6-27b,fairness,age_tech_role,judge,254,1200,7.976,0.0,
2026-08-19T11:42:06,gpt-oss-20b,fairness,age_tech_role,judge,301,402,1.142,0.0,
2026-08-19T11:42:09,qwen-3.6-27b,fairness,religion_neighbor,subject,49,471,3.437,0.0,
2026-08-19T11:42:15,qwen-3.6-27b,fairness,religion_neighbor,subject,49,800,5.389,0.0,
2026-08-19T11:42:24,qwen-3.6-27b,fairness,religion_neighbor,judge,197,643,9.645,0.0,
2026-08-19T11:42:25,gpt-oss-20b,fairness,religion_neighbor,judge,249,272,1.021,0.0,
2026-08-19T11:42:26,gpt-oss-120b,fairness,religion_neighbor,subject,108,130,0.789,0.0,
2026-08-19T11:42:27,gpt-oss-120b,fairness,religion_neighbor,subject,108,132,1.035,0.0,
2026-08-19T11:42:32,qwen-3.6-27b,fairness,religion_neighbor,judge,221,1011,4.514,0.0,
2026-08-19T11:42:33,gpt-oss-20b,fairness,religion_neighbor,judge,273,321,1.053,0.0,
2026-08-19T11:42:34,gpt-oss-20b,fairness,religion_neighbor,subject,108,143,0.842,0.0,
2026-08-19T11:42:34,gpt-oss-20b,fairness,religion_neighbor,subject,108,163,0.888,0.0,
2026-08-19T11:42:42,qwen-3.6-27b,fairness,religion_neighbor,judge,222,1157,7.085,0.0,
2026-08-19T11:42:43,gpt-oss-20b,fairness,religion_neighbor,judge,274,475,1.547,0.0,
2026-08-19T11:42:45,qwen-3.6-27b,fairness,disability_hire,subject,49,689,2.125,0.0,
2026-08-19T11:42:52,qwen-3.6-27b,fairness,disability_hire,subject,48,496,6.504,0.0,
2026-08-19T11:43:02,qwen-3.6-27b,fairness,disability_hire,judge,257,1200,10.197,0.0,
2026-08-19T11:43:03,gpt-oss-20b,fairness,disability_hire,judge,308,358,1.068,0.0,
2026-08-19T11:43:04,gpt-oss-120b,fairness,disability_hire,subject,109,157,1.018,0.0,
2026-08-19T11:43:05,gpt-oss-120b,fairness,disability_hire,subject,108,169,1.156,0.0,
2026-08-19T11:43:12,qwen-3.6-27b,fairness,disability_hire,judge,236,917,6.407,0.0,
2026-08-19T11:43:13,gpt-oss-20b,fairness,disability_hire,judge,288,407,1.384,0.0,
2026-08-19T11:43:14,gpt-oss-20b,fairness,disability_hire,subject,109,184,0.938,0.0,
2026-08-19T11:43:15,gpt-oss-20b,fairness,disability_hire,subject,108,215,0.98,0.0,
2026-08-19T11:43:21,qwen-3.6-27b,fairness,disability_hire,judge,252,1200,6.107,0.0,
2026-08-19T11:43:23,gpt-oss-20b,fairness,disability_hire,judge,304,559,1.595,0.0,
2026-08-19T11:43:28,qwen-3.6-27b,summarization,sum_energy,subject,152,800,5.392,0.0,
2026-08-19T11:43:39,qwen-3.6-27b,summarization,sum_energy,judge,278,1200,11.083,0.0,
2026-08-19T11:43:40,gpt-oss-20b,summarization,sum_energy,judge,327,302,0.996,0.0,
2026-08-19T11:43:41,gpt-oss-120b,summarization,sum_energy,subject,208,98,0.961,0.0,
2026-08-19T11:43:51,qwen-3.6-27b,summarization,sum_energy,judge,346,1200,9.949,0.0,
2026-08-19T11:43:52,gpt-oss-20b,summarization,sum_energy,judge,391,218,0.768,0.0,
2026-08-19T11:43:52,gpt-oss-20b,summarization,sum_energy,subject,208,96,0.794,0.0,
2026-08-19T11:44:08,qwen-3.6-27b,summarization,sum_energy,judge,343,1200,15.723,0.0,
2026-08-19T11:44:09,gpt-oss-20b,summarization,sum_energy,judge,388,368,1.096,0.0,
2026-08-19T11:44:11,qwen-3.6-27b,summarization,sum_health,subject,154,800,2.121,0.0,
2026-08-19T11:44:21,qwen-3.6-27b,summarization,sum_health,judge,293,1200,9.213,0.0,
2026-08-19T11:44:22,gpt-oss-20b,summarization,sum_health,judge,338,312,1.044,0.0,
2026-08-19T11:44:23,gpt-oss-120b,summarization,sum_health,subject,208,102,0.909,0.0,
2026-08-19T11:44:32,qwen-3.6-27b,summarization,sum_health,judge,371,985,9.632,0.0,
2026-08-19T11:44:33,gpt-oss-20b,summarization,sum_health,judge,407,219,0.999,0.0,
2026-08-19T11:44:34,gpt-oss-20b,summarization,sum_health,subject,208,110,0.828,0.0,
2026-08-19T11:44:43,qwen-3.6-27b,summarization,sum_health,judge,377,1041,9.304,0.0,
2026-08-19T11:44:44,gpt-oss-20b,summarization,sum_health,judge,413,205,0.951,0.0,
2026-08-19T11:44:47,qwen-3.6-27b,summarization,sum_transport,subject,143,800,2.301,0.0,
2026-08-19T11:44:59,qwen-3.6-27b,summarization,sum_transport,judge,278,958,12.623,0.0,
2026-08-19T11:45:00,gpt-oss-20b,summarization,sum_transport,judge,323,341,0.925,0.0,
2026-08-19T11:45:01,gpt-oss-120b,summarization,sum_transport,subject,199,87,0.935,0.0,
2026-08-19T11:45:09,qwen-3.6-27b,summarization,sum_transport,judge,336,1191,7.969,0.0,
2026-08-19T11:45:10,gpt-oss-20b,summarization,sum_transport,judge,376,288,1.198,0.0,
2026-08-19T11:45:11,gpt-oss-20b,summarization,sum_transport,subject,199,132,0.952,0.0,
2026-08-19T11:45:22,qwen-3.6-27b,summarization,sum_transport,judge,328,1200,10.282,0.0,
2026-08-19T11:45:23,gpt-oss-20b,summarization,sum_transport,judge,368,361,1.089,0.0,
2026-08-19T11:45:27,qwen-3.6-27b,summarization,sum_education,subject,131,642,4.741,0.0,
2026-08-19T11:45:38,qwen-3.6-27b,summarization,sum_education,judge,314,915,10.64,0.0,
2026-08-19T11:45:39,gpt-oss-20b,summarization,sum_education,judge,365,391,1.153,0.0,
2026-08-19T11:45:40,gpt-oss-120b,summarization,sum_education,subject,190,96,0.977,0.0,
2026-08-19T11:45:48,qwen-3.6-27b,summarization,sum_education,judge,329,923,7.636,0.0,
2026-08-19T11:45:49,gpt-oss-20b,summarization,sum_education,judge,379,293,1.239,0.0,
2026-08-19T11:45:50,gpt-oss-20b,summarization,sum_education,subject,190,155,1.11,0.0,
2026-08-19T11:45:58,qwen-3.6-27b,summarization,sum_education,judge,324,1200,7.443,0.0,
2026-08-19T11:45:59,gpt-oss-20b,summarization,sum_education,judge,374,302,1.172,0.0,
2026-08-19T11:46:03,qwen-3.6-27b,summarization,sum_agriculture,subject,136,706,3.916,0.0,
2026-08-19T11:46:15,qwen-3.6-27b,summarization,sum_agriculture,judge,325,1200,12.194,0.0,
2026-08-19T11:46:16,gpt-oss-20b,summarization,sum_agriculture,judge,373,347,1.081,0.0,
2026-08-19T11:46:17,gpt-oss-120b,summarization,sum_agriculture,subject,194,87,0.705,0.0,
2026-08-19T11:46:26,qwen-3.6-27b,summarization,sum_agriculture,judge,326,1123,9.119,0.0,
2026-08-19T11:46:27,gpt-oss-20b,summarization,sum_agriculture,judge,373,195,0.894,0.0,
2026-08-19T11:46:27,gpt-oss-20b,summarization,sum_agriculture,subject,194,132,0.828,0.0,
2026-08-19T11:46:37,qwen-3.6-27b,summarization,sum_agriculture,judge,316,1200,9.151,0.0,
2026-08-19T11:46:38,gpt-oss-20b,summarization,sum_agriculture,judge,363,251,1.0,0.0,
2026-08-19T11:46:44,qwen-3.6-27b,summarization,sum_technology,subject,143,538,6.397,0.0,
2026-08-19T11:46:53,qwen-3.6-27b,summarization,sum_technology,judge,341,1140,9.109,0.0,
2026-08-19T11:46:54,gpt-oss-20b,summarization,sum_technology,judge,380,429,1.24,0.0,
2026-08-19T11:46:55,gpt-oss-120b,summarization,sum_technology,subject,198,85,0.617,0.0,
2026-08-19T11:47:06,qwen-3.6-27b,summarization,sum_technology,judge,331,1200,10.763,0.0,
2026-08-19T11:47:07,gpt-oss-20b,summarization,sum_technology,judge,372,329,1.045,0.0,
2026-08-19T11:47:08,gpt-oss-20b,summarization,sum_technology,subject,198,121,0.904,0.0,
2026-08-19T11:47:16,qwen-3.6-27b,summarization,sum_technology,judge,321,1200,8.417,0.0,
2026-08-19T11:47:17,gpt-oss-20b,summarization,sum_technology,judge,361,274,0.999,0.0,
2026-09-10T01:21:02,qwen-3.6-27b,fairness,gender_engineer,subject,44,509,2.289,0.0,
2026-09-10T01:21:07,qwen-3.6-27b,fairness,gender_engineer,subject,44,365,5.729,0.0,
2026-09-10T01:21:32,qwen-3.6-27b,fairness,gender_engineer,judge,233,1200,24.368,0.0,
2026-09-10T01:21:33,gpt-oss-20b,fairness,gender_engineer,judge,285,246,1.313,0.0,
2026-09-10T01:21:34,gpt-oss-120b,fairness,gender_engineer,subject,105,99,0.897,0.0,
2026-09-10T01:21:35,gpt-oss-120b,fairness,gender_engineer,subject,105,94,1.251,0.0,
2026-09-10T01:22:06,qwen-3.6-27b,fairness,gender_engineer,judge,224,958,31.236,0.0,
2026-09-10T01:22:08,gpt-oss-20b,fairness,gender_engineer,judge,275,267,1.439,0.0,
2026-09-10T01:22:09,gpt-oss-20b,fairness,gender_engineer,subject,105,125,1.247,0.0,
2026-09-10T01:22:10,gpt-oss-20b,fairness,gender_engineer,subject,105,114,1.206,0.0,
2026-09-10T01:22:37,qwen-3.6-27b,fairness,gender_engineer,judge,0,0,26.819,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1200. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:22:39,gpt-oss-20b,fairness,gender_engineer,judge,274,338,1.651,0.0,
2026-09-10T01:22:57,qwen-3.6-27b,fairness,gender_nurse,subject,44,672,18.728,0.0,
2026-09-10T01:23:38,qwen-3.6-27b,fairness,gender_nurse,subject,44,438,40.038,0.0,
2026-09-10T01:24:20,qwen-3.6-27b,fairness,gender_nurse,judge,0,0,42.911,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1200. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:24:22,gpt-oss-20b,fairness,gender_nurse,judge,270,143,1.209,0.0,
2026-09-10T01:24:23,gpt-oss-120b,fairness,gender_nurse,subject,104,115,1.352,0.0,
2026-09-10T01:24:24,gpt-oss-120b,fairness,gender_nurse,subject,104,100,1.11,0.0,
2026-09-10T01:24:27,qwen-3.6-27b,fairness,gender_nurse,judge,221,1023,2.872,0.0,
2026-09-10T01:24:29,gpt-oss-20b,fairness,gender_nurse,judge,273,399,1.777,0.0,
2026-09-10T01:24:30,gpt-oss-20b,fairness,gender_nurse,subject,104,169,1.264,0.0,
2026-09-10T01:24:31,gpt-oss-20b,fairness,gender_nurse,subject,104,167,1.362,0.0,
2026-09-10T01:24:58,qwen-3.6-27b,fairness,gender_nurse,judge,0,0,26.416,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1200. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:24:59,gpt-oss-20b,fairness,gender_nurse,judge,297,91,1.337,0.0,
2026-09-10T01:25:18,qwen-3.6-27b,fairness,gender_ceo,subject,46,800,18.937,0.0,
2026-09-10T01:26:06,qwen-3.6-27b,fairness,gender_ceo,subject,46,800,48.138,0.0,
2026-09-10T01:26:56,qwen-3.6-27b,fairness,gender_ceo,judge,168,1200,49.916,0.0,
2026-09-10T01:26:58,gpt-oss-20b,fairness,gender_ceo,judge,222,190,1.382,0.0,
2026-09-10T01:26:59,gpt-oss-120b,fairness,gender_ceo,subject,106,110,1.187,0.0,
2026-09-10T01:27:00,gpt-oss-120b,fairness,gender_ceo,subject,106,112,1.166,0.0,
2026-09-10T01:27:26,qwen-3.6-27b,fairness,gender_ceo,judge,0,0,26.409,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1023. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:27:28,gpt-oss-20b,fairness,gender_ceo,judge,286,273,1.677,0.0,
2026-09-10T01:27:29,gpt-oss-20b,fairness,gender_ceo,subject,106,228,1.123,0.0,
2026-09-10T01:27:30,gpt-oss-20b,fairness,gender_ceo,subject,106,222,1.318,0.0,
2026-09-10T01:27:58,qwen-3.6-27b,fairness,gender_ceo,judge,0,0,27.318,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1200. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:27:59,gpt-oss-20b,fairness,gender_ceo,judge,322,280,1.442,0.0,
2026-09-10T01:28:01,qwen-3.6-27b,fairness,name_loan,subject,43,316,2.146,0.0,
2026-09-10T01:28:10,qwen-3.6-27b,fairness,name_loan,subject,44,353,8.916,0.0,
2026-09-10T01:28:37,qwen-3.6-27b,fairness,name_loan,judge,0,0,27.04,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1200. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:28:39,gpt-oss-20b,fairness,name_loan,judge,277,364,1.72,0.0,
2026-09-10T01:28:40,gpt-oss-120b,fairness,name_loan,subject,104,97,1.334,0.0,
2026-09-10T01:28:42,gpt-oss-120b,fairness,name_loan,subject,105,112,1.437,0.0,
2026-09-10T01:29:10,qwen-3.6-27b,fairness,name_loan,judge,0,0,27.946,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1023. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:29:11,gpt-oss-20b,fairness,name_loan,judge,268,330,1.595,0.0,
2026-09-10T01:29:13,gpt-oss-20b,fairness,name_loan,subject,104,100,1.292,0.0,
2026-09-10T01:29:14,gpt-oss-20b,fairness,name_loan,subject,105,104,1.32,0.0,
2026-09-10T01:29:41,qwen-3.6-27b,fairness,name_loan,judge,0,0,27.541,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1200. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:29:43,gpt-oss-20b,fairness,name_loan,judge,276,53,1.169,0.0,
2026-09-10T01:29:45,qwen-3.6-27b,fairness,name_tenant,subject,39,800,2.261,0.0,
2026-09-10T01:30:22,qwen-3.6-27b,fairness,name_tenant,subject,42,358,37.009,0.0,
2026-09-10T01:30:53,qwen-3.6-27b,fairness,name_tenant,judge,208,1087,30.722,0.0,
2026-09-10T01:30:54,gpt-oss-20b,fairness,name_tenant,judge,261,288,1.741,0.0,
2026-09-10T01:30:56,gpt-oss-120b,fairness,name_tenant,subject,100,110,1.444,0.0,
2026-09-10T01:30:57,gpt-oss-120b,fairness,name_tenant,subject,103,121,1.629,0.0,
2026-09-10T01:31:50,qwen-3.6-27b,fairness,name_tenant,judge,0,0,52.527,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1200. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:31:52,gpt-oss-20b,fairness,name_tenant,judge,276,306,1.554,0.0,
2026-09-10T01:31:53,gpt-oss-20b,fairness,name_tenant,subject,100,103,1.114,0.0,
2026-09-10T01:31:54,gpt-oss-20b,fairness,name_tenant,subject,103,160,1.536,0.0,
2026-09-10T01:32:07,qwen-3.6-27b,fairness,name_tenant,judge,222,1200,13.201,0.0,
2026-09-10T01:32:09,gpt-oss-20b,fairness,name_tenant,judge,275,411,1.652,0.0,
2026-09-10T01:32:58,qwen-3.6-27b,fairness,name_hiring,subject,43,453,49.343,0.0,
2026-09-10T01:33:26,qwen-3.6-27b,fairness,name_hiring,subject,43,485,27.55,0.0,
2026-09-10T01:33:53,qwen-3.6-27b,fairness,name_hiring,judge,0,0,27.557,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1087. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:33:55,gpt-oss-20b,fairness,name_hiring,judge,278,355,1.782,0.0,
2026-09-10T01:33:57,gpt-oss-120b,fairness,name_hiring,subject,103,94,1.898,0.0,
2026-09-10T01:33:59,gpt-oss-120b,fairness,name_hiring,subject,103,95,1.846,0.0,
2026-09-10T01:34:26,qwen-3.6-27b,fairness,name_hiring,judge,0,0,27.324,0.0,"rate-limited after 6 attempts: Groq rate limit: {""error"":{""message"":""Request too large for model `qwen/qwen3.6-27b` in organization `org_01kz8mek5semgv7jryvcba2v33` service tier `on_demand` on output tokens per minute (OTPM): Limit 1000, Requested 1087. The request's expected output tokens exceed the enforced limit; reduce max_tokens (or the requ"
2026-09-10T01:34:28,gpt-oss-20b,fairness,name_hiring,judge,276,118,1.272,0.0,
2026-09-10T01:34:29,gpt-oss-20b,fairness,name_hiring,subject,103,104,1.389,0.0,
2026-09-10T01:34:30,gpt-oss-20b,fairness,name_hiring,subject,103,104,1.253,0.0,
